fonte,codigo,item,descricao,unidade,quantidade_base,custo_unitario_sem_bdi,bdi,preco_unitario_com_bdi,preco_total,ativo,pagina_pdf
C SINAPI,89582,486,"Joelho 45 Graus, Pvc, Serie R, Água Pluvial, Dn 75 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,34.37,26.93,43.63,43.63,Sim,39
C SINAPI,89524,487,"Joelho 45 Graus, Pvc, Serie R, Água Pluvial, Dn 75 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,29.31,26.93,37.2,37.2,Sim,39
C SINAPI,89584,488,"Joelho 90 Graus, Pvc, Serie R, Água Pluvial, Dn 100 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,45.38,26.93,57.59,57.59,Sim,39
C SINAPI,89529,489,"Joelho 90 Graus, Pvc, Serie R, Água Pluvial, Dn 100 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,36.21,26.93,45.96,45.96,Sim,39
C SINAPI,89590,490,"Joelho 90 Graus, Pvc, Serie R, Água Pluvial, Dn 150 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,129.47,26.93,164.33,164.33,Sim,39
C SINAPI,104167,491,"Joelho 90 Graus, Pvc, Serie R, Água Pluvial, Dn 150 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,116.06,26.93,147.31,147.31,Sim,39
C SINAPI,89514,492,"Joelho 90 Graus, Pvc, Serie R, Água Pluvial, Dn 40 Mm, Junta Soldável, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,8.67,26.93,11.0,11.0,Sim,40
C SINAPI,89518,493,"Joelho 90 Graus, Pvc, Serie R, Água Pluvial, Dn 50 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,15.05,26.93,19.09,19.09,Sim,40
C SINAPI,89581,494,"Joelho 90 Graus, Pvc, Serie R, Água Pluvial, Dn 75 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,33.95,26.93,43.09,43.09,Sim,40
C SINAPI,89522,495,"Joelho 90 Graus, Pvc, Serie R, Água Pluvial, Dn 75 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,28.89,26.93,36.67,36.67,Sim,40
C SINAPI,89574,496,"Junção Dupla, Pvc, Serie R, Água Pluvial, Dn 100 X 100 X 100 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,145.37,26.93,184.51,184.51,Sim,40
C SINAPI,89690,497,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 100 X 100 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,88.47,26.93,112.29,112.29,Sim,40
C SINAPI,89567,498,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 100 X 100 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,76.27,26.93,96.81,96.81,Sim,40
C SINAPI,89692,499,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 100 X 75 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,98.38,26.93,124.87,124.87,Sim,40
C SINAPI,89569,500,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 100 X 75 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,88.0,26.93,111.69,111.69,Sim,40
C SINAPI,89699,501,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 150 X 100 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,191.49,26.93,243.05,243.05,Sim,40
C SINAPI,104174,502,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 150 X 100 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,177.36,26.93,225.12,225.12,Sim,40
C SINAPI,89698,503,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 150 X 150 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,251.65,26.93,319.42,319.42,Sim,40
C SINAPI,104176,504,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 150 X 150 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,233.77,26.93,296.71,296.71,Sim,41
C SINAPI,89561,505,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 40 Mm, Junta Soldável, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,14.98,26.93,19.01,19.01,Sim,41
C SINAPI,89563,506,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 50 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,33.1,26.93,42.01,42.01,Sim,41
C SINAPI,89685,507,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 75 X 75 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,59.96,26.93,76.1,76.1,Sim,41
C SINAPI,89565,508,"Junção Simples, Pvc, Serie R, Água Pluvial, Dn 75 X 75 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,53.21,26.93,67.53,67.53,Sim,41
C SINAPI,89671,509,"Luva De Correr, Pvc, Serie R, Água Pluvial, Dn 100 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,44.33,26.93,56.26,56.26,Sim,41
C SINAPI,89556,510,"Luva De Correr, Pvc, Serie R, Água Pluvial, Dn 100 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,38.23,26.93,48.52,48.52,Sim,41
C SINAPI,89679,511,"Luva De Correr, Pvc, Serie R, Água Pluvial, Dn 150 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,117.42,26.93,149.04,149.04,Sim,41
C SINAPI,104171,512,"Luva De Correr, Pvc, Serie R, Água Pluvial, Dn 150 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,90.58,26.93,114.97,114.97,Sim,41
C SINAPI,89600,513,"Luva De Correr, Pvc, Serie R, Água Pluvial, Dn 75 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,25.56,26.93,32.44,32.44,Sim,41
C SINAPI,89548,514,"Luva De Correr, Pvc, Serie R, Água Pluvial, Dn 75 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,22.18,26.93,28.15,28.15,Sim,41
C SINAPI,89669,515,"Luva Simples, Pvc, Serie R, Água Pluvial, Dn 100 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,34.37,26.93,43.63,43.63,Sim,41
C SINAPI,89554,516,"Luva Simples, Pvc, Serie R, Água Pluvial, Dn 100 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,28.24,26.93,35.85,35.85,Sim,42
C SINAPI,89677,517,"Luva Simples, Pvc, Serie R, Água Pluvial, Dn 150 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,76.84,26.93,97.53,97.53,Sim,42
C SINAPI,104170,518,"Luva Simples, Pvc, Serie R, Água Pluvial, Dn 150 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,67.75,26.93,85.98,85.98,Sim,42
C SINAPI,89544,519,"Luva Simples, Pvc, Serie R, Água Pluvial, Dn 40 Mm, Junta Soldável, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,8.58,26.93,10.89,10.89,Sim,42
C SINAPI,89545,520,"Luva Simples, Pvc, Serie R, Água Pluvial, Dn 50 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,16.26,26.93,20.63,20.63,Sim,42
C SINAPI,89599,521,"Luva Simples, Pvc, Serie R, Água Pluvial, Dn 75 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,25.4,26.93,32.24,32.24,Sim,42
C SINAPI,89547,522,"Luva Simples, Pvc, Serie R, Água Pluvial, Dn 75 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,22.02,26.93,27.95,27.95,Sim,42
C SINAPI,89495,523,"Ralo Sifonado, Pvc, Dn 100 X 40 Mm, Junta Soldável, Fornecido E Instalado Em Ramais De Encaminhamento De Água Pluvial. Af_06/2022",UN,1.0,19.17,26.93,24.33,24.33,Sim,42
C SINAPI,89673,524,"Redução Excêntrica, Pvc, Serie R, Água Pluvial, Dn 100 X 75 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,35.21,26.93,44.69,44.69,Sim,42
C SINAPI,89557,525,"Redução Excêntrica, Pvc, Serie R, Água Pluvial, Dn 100 X 75 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,30.47,26.93,38.67,38.67,Sim,42
C SINAPI,89681,526,"Redução Excêntrica, Pvc, Serie R, Água Pluvial, Dn 150 X 100 Mm, Junta Elástica, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",UN,1.0,86.06,26.93,109.24,109.24,Sim,42
C SINAPI,104173,527,"Redução Excêntrica, Pvc, Serie R, Água Pluvial, Dn 150 X 100 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,79.95,26.93,101.48,101.48,Sim,42
C SINAPI,89549,528,"Redução Excêntrica, Pvc, Serie R, Água Pluvial, Dn 75 X 50 Mm, Junta Elástica, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",UN,1.0,18.39,26.93,23.33,23.33,Sim,43
C SINAPI,89578,529,"Tubo Pvc, Série R, Água Pluvial, Dn 100 Mm, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",M,1.0,31.88,26.93,40.46,40.46,Sim,43
C SINAPI,89512,530,"Tubo Pvc, Série R, Água Pluvial, Dn 100 Mm, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",M,1.0,52.59,26.93,66.74,66.74,Sim,43
C SINAPI,89580,531,"Tubo Pvc, Série R, Água Pluvial, Dn 150 Mm, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",M,1.0,65.48,26.93,83.11,83.11,Sim,43
C SINAPI,104166,532,"Tubo Pvc, Série R, Água Pluvial, Dn 150 Mm, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",M,1.0,73.14,26.93,92.83,92.83,Sim,43
C SINAPI,89508,533,"Tubo Pvc, Série R, Água Pluvial, Dn 40 Mm, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",M,1.0,18.16,26.93,23.04,23.04,Sim,43
C SINAPI,89509,534,"Tubo Pvc, Série R, Água Pluvial, Dn 50 Mm, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",M,1.0,24.39,26.93,30.95,30.95,Sim,43
C SINAPI,89576,535,"Tubo Pvc, Série R, Água Pluvial, Dn 75 Mm, Fornecido E Instalado Em Condutores Verticais De Águas Pluviais. Af_06/2022",M,1.0,25.47,26.93,32.32,32.32,Sim,43
C SINAPI,89511,536,"Tubo Pvc, Série R, Água Pluvial, Dn 75 Mm, Fornecido E Instalado Em Ramal De Encaminhamento. Af_06/2022",M,1.0,41.05,26.93,52.1,52.1,Sim,43
C SINAPI,92994,537,"Cabo De Cobre Flexível Isolado, 120 Mm², Anti-Chama 0,6/1,0 Kv, Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,133.0,26.93,168.81,168.81,Sim,43
C SINAPI,92996,538,"Cabo De Cobre Flexível Isolado, 150 Mm², Anti-Chama 0,6/1,0 Kv, Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,160.85,26.93,204.16,204.16,Sim,43
C SINAPI,92998,539,"Cabo De Cobre Flexível Isolado, 185 Mm², Anti-Chama 0,6/1,0 Kv, Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,197.03,26.93,250.09,250.09,Sim,43
C SINAPI,93000,540,"Cabo De Cobre Flexível Isolado, 240 Mm², Anti-Chama 0,6/1,0 Kv, Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,260.64,26.93,330.83,330.83,Sim,44
C SINAPI,92984,541,"Cabo De Cobre Flexível Isolado, 25 Mm², Anti-Chama 0,6/1,0 Kv, Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,28.9,26.93,36.68,36.68,Sim,44
C SINAPI,93002,542,"Cabo De Cobre Flexível Isolado, 300 Mm², Anti-Chama 0,6/1,0 Kv, Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,336.76,26.93,427.44,427.44,Sim,44
C SINAPI,92986,543,"Cabo De Cobre Flexível Isolado, 35 Mm², Anti-Chama 0,6/1,0 Kv, Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,39.74,26.93,50.44,50.44,Sim,44
C SINAPI,92988,544,"Cabo De Cobre Flexível Isolado, 50 Mm², Anti-Chama 0,6/1,0 Kv, Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,57.45,26.93,72.92,72.92,Sim,44
C SINAPI,92990,545,"Cabo De Cobre Flexível Isolado, 70 Mm², Anti-Chama 0,6/1,0 Kv, Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,79.35,26.93,100.71,100.71,Sim,44
C SINAPI,92992,546,"Cabo De Cobre Flexível Isolado, 95 Mm², Anti-Chama 0,6/1,0 Kv, Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,102.49,26.93,130.09,130.09,Sim,44
C SINAPI,103491,547,Concretagem Como Proteção Mecânica Adicional No Reaterro Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021,M3,1.0,634.4,26.93,805.24,805.24,Sim,44
C SINAPI,93026,548,"Curva 90 Graus Para Eletroduto, Pvc, Roscável, Dn 110 Mm (4""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",UN,1.0,121.57,26.93,154.3,154.3,Sim,44
C SINAPI,93018,549,"Curva 90 Graus Para Eletroduto, Pvc, Roscável, Dn 50 Mm (1 1/2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",UN,1.0,31.65,26.93,40.16,40.16,Sim,45
C SINAPI,93020,550,"Curva 90 Graus Para Eletroduto, Pvc, Roscável, Dn 60 Mm (2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",UN,1.0,40.91,26.93,51.92,51.92,Sim,45
C SINAPI,93022,551,"Curva 90 Graus Para Eletroduto, Pvc, Roscável, Dn 75 Mm (2 1/2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",UN,1.0,69.95,26.93,88.78,88.78,Sim,45
C SINAPI,93024,552,"Curva 90 Graus Para Eletroduto, Pvc, Roscável, Dn 85 Mm (3""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",UN,1.0,73.32,26.93,93.06,93.06,Sim,45
C SINAPI,97670,553,"Eletroduto Flexível Corrugado, Pead, Dn 100 (4""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,29.06,26.93,36.88,36.88,Sim,45
C SINAPI,97667,554,"Eletroduto Flexível Corrugado, Pead, Dn 50 (1 1/2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,10.72,26.93,13.61,13.61,Sim,45
C SINAPI,97668,555,"Eletroduto Flexível Corrugado, Pead, Dn 63 (2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,15.3,26.93,19.41,19.41,Sim,45
C SINAPI,97669,556,"Eletroduto Flexível Corrugado, Pead, Dn 90 (3""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,22.66,26.93,28.76,28.76,Sim,45
C SINAPI,93012,557,"Eletroduto Rígido Roscável, Pvc, Dn 110 Mm (4""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,95.78,26.93,121.57,121.57,Sim,45
C SINAPI,93008,558,"Eletroduto Rígido Roscável, Pvc, Dn 50 Mm (1 1/2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,24.71,26.93,31.36,31.36,Sim,45
C SINAPI,93009,559,"Eletroduto Rígido Roscável, Pvc, Dn 60 Mm (2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,36.84,26.93,46.76,46.76,Sim,45
C SINAPI,93010,560,"Eletroduto Rígido Roscável, Pvc, Dn 75 Mm (2 1/2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,51.52,26.93,65.38,65.38,Sim,45
C SINAPI,93011,561,"Eletroduto Rígido Roscável, Pvc, Dn 85 Mm (3""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",M,1.0,63.13,26.93,80.12,80.12,Sim,46
C SINAPI,93017,562,"Luva Para Eletroduto, Pvc, Roscável, Dn 110 Mm (4""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",UN,1.0,73.21,26.93,92.92,92.92,Sim,46
C SINAPI,93013,563,"Luva Para Eletroduto, Pvc, Roscável, Dn 50 Mm (1 1/2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",UN,1.0,20.68,26.93,26.24,26.24,Sim,46
C SINAPI,93014,564,"Luva Para Eletroduto, Pvc, Roscável, Dn 60 Mm (2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",UN,1.0,25.55,26.93,32.42,32.42,Sim,46
C SINAPI,93015,565,"Luva Para Eletroduto, Pvc, Roscável, Dn 75 Mm (2 1/2""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",UN,1.0,39.42,26.93,50.04,50.04,Sim,46
C SINAPI,93016,566,"Luva Para Eletroduto, Pvc, Roscável, Dn 85 Mm (3""), Para Rede Enterrada De Distribuição De Energia Elétrica - Fornecimento E Instalação. Af_12/2021",UN,1.0,48.2,26.93,61.18,61.18,Sim,46
COMPOSIÇÃO,2.1,567,"Veículo de locomoção entre locais (Modelo: Kwid ou Mobi ou Gol ou similar, Ano: carro 0 km , HATCH ) , direção hidráulica, ar condicionado, vidros e travas elétricas, câmbio manual. Incluso combustível para 2.000 km/mês, com seguro total (colisão, incêndio, furto e roubo), seguro contra terceiros, assistência 24h, rastreador veicular, manutenção preventiva e corretiva, incluindo reposição de peças e pneus. O mesmo deverá ser trocado assim que concluir 5 anos por um mais novo.",MÊS,1.0,4101.14,26.93,5205.58,5205.58,Sim,46
COMPOSIÇÃO,2.2,568,BOMBA SUBMERSA 1 CV - EBOBINAGEM TROCA DOSELO ROLAMENTOS RETENTORES ANEIS DEVEDAÇÃO RETIFICA TROCA CABO PINTURA,UND,10.0,1272.6,26.93,1615.3,16153.0,Sim,46
COMPOSIÇÃO,2.3,569,BOMBA SUBMERSA DE 2 CV - REBOBINAGEM TROCADOS ROLAMENTOS SELO RETENTOR VEDAÇÕESRETIFICA CABO M.O,UND,10.0,1440.3,26.93,1828.16,18281.6,Sim,46
COMPOSIÇÃO,2.4,570,BOMBA SUBMERSA DE 3 CV - REBOBINAGEM MOTORTROCA DE ROLAMENTOS ANEIS DE VEDAÇÃORETIFICA SELO RETENTOR,UND,10.0,1648.61,26.93,2092.58,20925.8,Sim,46
COMPOSIÇÃO,2.5,571,BOMBA SUBMERSA DE 4 CV - REBOBINAGEM MOTORTROCA DE ROLAMENTOS ANEIS DE VEDAÇÃORETIFICA SELO RETENTOR,UND,10.0,1844.86,26.93,2341.68,23416.8,Sim,46
COMPOSIÇÃO,2.6,572,BOMBA DE RECALQUE 7.5 CV - REBOBINAGEMMOTOR TROCA DE ROLAMENTOS ANEIS DE VEDAÇÃORETIFICA SELO RETENTOR,UND,10.0,1819.62,26.93,2309.63,23096.3,Sim,47
COMPOSIÇÃO,2.7,573,BOMBA DE RECALQUE DE 5 CV - REBOBINAGEMMOTOR TROCA DE ROLAMENTOS ANEIS DE VEDAÇÃORETIFICA SELO RETENTOR,UND,10.0,1699.2,26.93,2156.79,21567.9,Sim,47
COMPOSIÇÃO,2.8,574,BOMBA DE 10 CV - REBOBINAGEM MOTOR TROCA DEROLAMENTOS ANEIS DE VEDAÇÃO RETIFICA SELORETENTOR,UND,10.0,2139.22,26.93,2715.31,27153.1,Sim,47
COMPOSIÇÃO,2.9,575,BOMBA DE 15 CV - REBOBINAGEM MOTOR TROCA DEROLAMENTOS ANEIS DE VEDAÇÃO RETIFICA SELORETENTOR,UND,10.0,2463.06,26.93,3126.36,31263.6,Sim,47
